#Down SWR Down LWR Precipit  Air Tem  Windspe Pressure Spec Hum
#W m-2 W m-2 Kg m-2 s-1 K m s-1 Pa kg kg
   0.0 285.1 0.00E+00 272.36  6.59  96940 0.00315
   6.5 294.6 0.00E+00 272.81  6.29  96920 0.00321
  17.4 304.5 0.00E+00 273.08  5.97  96910 0.00334
  34.0 304.4 0.00E+00 272.46  6.16  96860 0.00361
 149.0 306.0 0.00E+00 272.57  6.53  96860 0.00376
 240.0 308.7 0.00E+00 273.14  7.27  96760 0.00392
 250.0 310.8 3.53E-04 273.32  8.71  96640 0.00398
 293.0 310.3 1.41E-03 273.53  9.52  96470 0.00405
 263.0 310.2 5.64E-04 273.76  8.92  96370 0.00412
 174.0 310.7 2.12E-04 273.68  8.14  96270 0.00410
 129.0 308.0 3.53E-04 273.54  7.88  96200 0.00407
  66.4 311.5 1.41E-04 273.64  6.47  96220 0.00409
  30.5 310.2 7.06E-05 273.60  5.93  96250 0.00408
   5.2 309.9 1.41E-04 273.40  4.89  96300 0.00402
   0.0 308.7 0.00E+00 273.39  5.27  96330 0.00402
   0.0 309.9 0.00E+00 273.29  4.89  96370 0.00399
   0.0 310.0 0.00E+00 273.26  4.50  96390 0.00398
   0.0 310.0 0.00E+00 273.23  4.44  96390 0.00397
   0.0 310.0 0.00E+00 273.22  4.78  96390 0.00396
   0.0 310.0 0.00E+00 273.23  3.34  96420 0.00397
   0.0 310.0 0.00E+00 273.21  2.89  96430 0.00396
   0.0 309.9 0.00E+00 273.13  2.51  96430 0.00394
   0.0 309.7 0.00E+00 272.92  3.00  96450 0.00388
   0.0 307.7 0.00E+00 272.29  3.30  96510 0.00370
   0.0 305.5 0.00E+00 272.08  3.55  96610 0.00364
  20.1 304.6 0.00E+00 271.93  3.94  96710 0.00360
 109.0 306.0 0.00E+00 271.89  4.40  96800 0.00358
 255.0 309.3 0.00E+00 272.15  4.04  96910 0.00365
 426.0 309.1 7.06E-05 272.26  3.80  97000 0.00364
 555.0 307.6 8.47E-04 272.34  3.89  97120 0.00359
 720.0 306.2 7.76E-04 272.88  5.20  97200 0.00364
 677.0 302.9 2.12E-04 273.27  5.60  97250 0.00364
 558.0 302.5 0.00E+00 273.19  5.57  97350 0.00356
 454.0 300.2 0.00E+00 273.05  5.61  97410 0.00350
 387.0 297.7 0.00E+00 272.75  5.85  97450 0.00352
 228.0 299.2 0.00E+00 272.70  5.55  97530 0.00347
  80.0 295.9 0.00E+00 272.55  4.88  97630 0.00347
  16.1 293.4 0.00E+00 272.30  4.44  97710 0.00347
   0.0 295.9 0.00E+00 272.24  4.45  97780 0.00350
   0.0 289.2 0.00E+00 271.99  4.84  97880 0.00343
   0.0 288.8 0.00E+00 271.73  4.37  97940 0.00346
   0.0 272.0 0.00E+00 271.47  4.64  97990 0.00340
   0.0 276.2 0.00E+00 271.16  4.65  98040 0.00333
   0.0 275.8 0.00E+00 270.96  5.22  98060 0.00327
   0.0 255.9 0.00E+00 270.41  4.01  98090 0.00316
   0.0 275.6 0.00E+00 271.05  4.90  98110 0.00326
   0.0 284.2 0.00E+00 271.31  4.83  98140 0.00328
   0.0 269.6 0.00E+00 270.99  4.89  98200 0.00318
   0.5 277.6 0.00E+00 270.88  3.82  98270 0.00314
  62.3 246.8 0.00E+00 270.97  4.27  98320 0.00317
 270.0 217.1 0.00E+00 271.03  3.72  98380 0.00309
 488.4 220.1 0.00E+00 271.88  2.42  98420 0.00315
 690.8 220.9 0.00E+00 272.55  3.71  98470 0.00325
 849.2 225.3 0.00E+00 273.43  4.14  98500 0.00340
 945.0 225.6 0.00E+00 274.22  4.38  98490 0.00344
 954.0 228.9 0.00E+00 274.90  4.98  98470 0.00352
 929.3 231.7 0.00E+00 275.67  5.72  98430 0.00360
 813.0 230.5 0.00E+00 276.11  6.18  98390 0.00353
 661.1 227.3 0.00E+00 276.32  5.43  98340 0.00358
 459.5 224.6 0.00E+00 276.56  4.65  98300 0.00362
 240.3 222.9 0.00E+00 276.42  3.89  98270 0.00363
  51.2 220.9 0.00E+00 275.49  2.50  98230 0.00365
   0.0 217.2 0.00E+00 273.47  0.91  98220 0.00359
   0.0 216.7 0.00E+00 272.34  0.64  98240 0.00352
   0.0 216.7 0.00E+00 271.18  0.73  98240 0.00324
   0.0 215.6 0.00E+00 270.49  0.80  98250 0.00307
   0.0 221.6 0.00E+00 269.92  0.67  98240 0.00304
   0.0 250.6 0.00E+00 269.06  0.92  98220 0.00286
   0.0 274.9 0.00E+00 268.31  0.75  98160 0.00271
   0.0 280.2 0.00E+00 267.68  0.99  98110 0.00258
   0.0 279.3 0.00E+00 267.76  0.67  98100 0.00260
   0.0 282.4 0.00E+00 267.86  1.32  98070 0.00262
   0.0 281.5 0.00E+00 267.23  0.83  98040 0.00250
 117.8 286.7 0.00E+00 267.83  0.71  98030 0.00261
 276.1 289.8 0.00E+00 270.55  2.34  98020 0.00317
 482.5 223.3 0.00E+00 272.99  4.03  97980 0.00331
 677.5 232.9 0.00E+00 275.09  4.46  97940 0.00338
 825.1 239.4 0.00E+00 277.20  4.77  97910 0.00345
 914.7 247.5 0.00E+00 279.44  4.31  97820 0.00392
 915.0 254.7 0.00E+00 282.35  5.23  97730 0.00412
 903.9 261.4 0.00E+00 284.71  5.82  97630 0.00407
 803.5 263.3 0.00E+00 286.47  6.23  97520 0.00371
 644.5 266.9 0.00E+00 287.34  6.48  97430 0.00342
 452.5 267.5 0.00E+00 287.70  6.25  97360 0.00342
 238.2 262.7 0.00E+00 287.07  5.52  97320 0.00343
  50.8 260.0 0.00E+00 284.45  3.25  97310 0.00381
   0.0 256.1 0.00E+00 280.06  2.47  97300 0.00384
   0.0 254.0 0.00E+00 278.73  2.44  97330 0.00377
   0.0 251.0 0.00E+00 277.74  2.52  97310 0.00386
   0.0 251.0 0.00E+00 277.56  3.14  97270 0.00385
   0.0 250.6 0.00E+00 276.44  2.94  97280 0.00372
   0.0 248.0 0.00E+00 275.86  2.34  97300 0.00354
   0.0 244.7 0.00E+00 275.08  2.45  97280 0.00346
   0.0 243.1 0.00E+00 274.72  1.69  97270 0.00344
   0.0 240.7 0.00E+00 273.83  2.39  97290 0.00341
   0.0 242.4 0.00E+00 273.81  2.26  97280 0.00340
   0.0 242.3 0.00E+00 273.53  1.99  97270 0.00337
  69.3 243.7 0.00E+00 274.47  2.96  97290 0.00352
 247.8 247.4 0.00E+00 276.93  4.21  97290 0.00385
 456.3 255.5 0.00E+00 280.79  4.96  97250 0.00430
 643.8 270.5 0.00E+00 285.09  6.82  97180 0.00426
 791.9 278.5 0.00E+00 288.12  7.12  97120 0.00404
 887.0 290.0 0.00E+00 290.52  7.60  97030 0.00396
 916.2 298.0 0.00E+00 292.50  7.67  96940 0.00416
 870.5 303.8 0.00E+00 293.82  7.36  96860 0.00433
 773.1 307.3 0.00E+00 294.73  7.00  96790 0.00445
 598.4 309.1 0.00E+00 295.31  6.68  96730 0.00470
 432.0 305.0 0.00E+00 295.40  6.26  96710 0.00475
 222.0 302.7 0.00E+00 294.49  4.63  96710 0.00496
  39.0 295.7 0.00E+00 291.50  2.62  96700 0.00513
   0.0 292.0 0.00E+00 288.36  1.46  96730 0.00510
   0.0 289.6 0.00E+00 285.04  1.63  96780 0.00527
   0.0 288.4 0.00E+00 282.42  1.07  96790 0.00514
   0.0 282.3 0.00E+00 282.41  1.39  96780 0.00498
   0.0 281.1 0.00E+00 281.47  1.43  96770 0.00489
   0.0 281.1 0.00E+00 280.11  0.77  96770 0.00480
   0.0 281.4 0.00E+00 280.03  1.64  96780 0.00470
   0.0 282.1 0.00E+00 279.42  1.56  96750 0.00463
   0.0 276.2 0.00E+00 278.46  1.27  96750 0.00460
   0.0 272.5 0.00E+00 277.50  1.23  96740 0.00464
   1.7 270.2 0.00E+00 277.12  1.00  96780 0.00464
  74.4 270.0 0.00E+00 276.63  0.49  96840 0.00472
 253.6 273.7 0.00E+00 281.62  0.91  96890 0.00559
 453.0 284.7 0.00E+00 285.38  1.76  96880 0.00605
 632.9 294.7 0.00E+00 288.67  3.43  96900 0.00613
 770.8 302.2 0.00E+00 290.72  3.64  96910 0.00638
 844.6 311.5 0.00E+00 293.01  3.55  96900 0.00648
 886.5 317.8 0.00E+00 294.61  3.99  96880 0.00629
 839.0 322.8 0.00E+00 295.75  3.24  96850 0.00625
 736.7 323.7 0.00E+00 296.66  2.83  96820 0.00610
 590.1 324.8 0.00E+00 297.27  2.54  96780 0.00597
 405.5 323.8 0.00E+00 297.57  2.01  96760 0.00590
 201.8 318.5 0.00E+00 297.29  1.96  96750 0.00588
  38.8 312.2 0.00E+00 294.44  1.80  96750 0.00638
   0.0 308.4 0.00E+00 291.75  1.89  96760 0.00621
   0.0 304.4 0.00E+00 289.70  1.98  96800 0.00640
   0.0 300.7 0.00E+00 288.20  1.88  96830 0.00629
   0.0 295.4 0.00E+00 286.73  2.41  96840 0.00619
   0.0 291.2 0.00E+00 285.34  2.51  96870 0.00608
   0.0 288.5 0.00E+00 284.29  2.19  96920 0.00570
   0.0 284.3 0.00E+00 283.18  1.34  96950 0.00521
   0.0 283.5 0.00E+00 281.33  0.61  96960 0.00503
   0.0 283.2 0.00E+00 280.52  1.21  96980 0.00486
   0.0 281.8 0.00E+00 279.74  1.17  97000 0.00472
   0.8 277.4 0.00E+00 277.94  1.27  97030 0.00461
  70.7 276.9 0.00E+00 277.37  1.55  97070 0.00479
 244.1 277.6 0.00E+00 282.56  1.69  97110 0.00568
 441.7 288.2 0.00E+00 287.16  2.08  97120 0.00521
 623.0 298.0 0.00E+00 289.49  2.66  97130 0.00529
 762.5 307.5 0.00E+00 292.51  3.08  97140 0.00479
 818.1 314.0 0.00E+00 294.34  3.16  97100 0.00461
 863.5 319.8 0.00E+00 295.91  3.58  97050 0.00475
 839.0 322.3 0.00E+00 296.75  3.23  97000 0.00500
 740.9 327.8 0.00E+00 297.39  2.36  96940 0.00528
 582.6 329.4 0.00E+00 297.91  1.99  96880 0.00533
 396.7 325.1 0.00E+00 298.11  2.81  96840 0.00524
 203.5 323.9 0.00E+00 297.60  2.55  96830 0.00545
  42.1 313.9 0.00E+00 294.59  1.93  96820 0.00615
   0.0 310.0 0.00E+00 291.90  2.46  96840 0.00549
   0.0 304.0 0.00E+00 289.44  2.60  96870 0.00518
   0.0 300.0 0.00E+00 286.91  2.50  96900 0.00522
   0.0 294.7 0.00E+00 285.25  2.08  96890 0.00538
   0.0 293.5 0.00E+00 284.77  2.58  96900 0.00532
   0.0 288.5 0.00E+00 284.03  1.82  96920 0.00534
   0.0 286.1 0.00E+00 283.10  1.54  96890 0.00530
   0.0 281.2 0.00E+00 282.71  1.72  96870 0.00529
   0.0 280.5 0.00E+00 282.51  2.07  96860 0.00538
   0.0 280.4 0.00E+00 281.31  2.02  96840 0.00546
   1.9 280.1 0.00E+00 280.92  1.92  96860 0.00553
  71.8 275.7 0.00E+00 280.99  1.81  96890 0.00581
 270.9 280.3 0.00E+00 285.50  3.78  96890 0.00670
 489.1 294.3 0.00E+00 290.43  5.15  96870 0.00672
 610.9 323.6 0.00E+00 293.91  6.28  96860 0.00637
 667.9 332.5 0.00E+00 296.46  7.12  96820 0.00653
 841.0 339.2 0.00E+00 298.78  9.51  96730 0.00687
 865.1 340.0 0.00E+00 300.21  9.72  96660 0.00649
 842.2 345.0 0.00E+00 301.05  9.88  96600 0.00624
 779.6 342.3 0.00E+00 301.62 10.00  96510 0.00611
 619.4 343.1 0.00E+00 301.36 10.13  96450 0.00612
 416.8 341.2 0.00E+00 301.17  9.45  96420 0.00601
 216.8 337.4 0.00E+00 300.18  7.83  96390 0.00629
  47.4 334.1 0.00E+00 297.74  5.18  96380 0.00738
   0.0 332.2 0.00E+00 293.65  2.66  96450 0.00743
   0.0 329.2 0.00E+00 292.92  4.22  96480 0.00698
   0.0 325.8 0.00E+00 292.17  4.49  96490 0.00690
   0.0 325.5 0.00E+00 291.13  3.79  96480 0.00732
   0.0 325.4 0.00E+00 289.90  3.74  96470 0.00798
   0.0 325.0 0.00E+00 289.37  3.04  96430 0.00839
   0.0 322.5 0.00E+00 288.78  3.27  96380 0.00865
   0.0 321.0 0.00E+00 288.51  3.61  96310 0.00883
   0.0 318.2 0.00E+00 289.29  3.48  96250 0.00899
   0.0 315.5 0.00E+00 289.41  3.47  96240 0.00898
   3.4 315.0 0.00E+00 289.15  4.08  96230 0.00894
  71.2 314.3 0.00E+00 290.15  4.65  96250 0.00907
 267.6 317.0 0.00E+00 292.92  6.22  96260 0.00933
 468.2 327.7 0.00E+00 295.73  7.84  96250 0.00945
 652.8 338.2 0.00E+00 297.98  8.50  96230 0.00946
 780.3 345.3 0.00E+00 299.43  8.35  96180 0.00937
 853.9 354.5 0.00E+00 300.77  8.12  96120 0.00948
 893.0 360.3 0.00E+00 301.82  8.66  96070 0.00965
 874.1 359.4 0.00E+00 302.77  8.66  96020 0.00934
 744.8 364.3 0.00E+00 303.61  7.85  95950 0.00938
 582.5 366.1 0.00E+00 304.01  8.05  95910 0.00937
 392.3 365.6 0.00E+00 303.68  8.33  95890 0.00985
 213.4 363.3 0.00E+00 302.64  8.27  95860 0.01041
  50.9 359.5 0.00E+00 300.74  6.66  95880 0.01068
   0.0 355.8 0.00E+00 298.62  5.05  95930 0.01094
   0.0 352.2 0.00E+00 297.70  6.10  95960 0.01139
   0.0 348.3 0.00E+00 297.08  6.55  95980 0.01167
   0.0 350.0 0.00E+00 296.47  7.03  95970 0.01178
   0.0 348.5 0.00E+00 296.15  7.48  95950 0.01182
   0.0 337.1 0.00E+00 295.71  7.56  95900 0.01105
   0.0 333.7 0.00E+00 294.62  7.41  95840 0.01053
   0.0 333.4 0.00E+00 293.48  6.46  95790 0.01014
   0.0 331.5 0.00E+00 292.35  5.14  95770 0.00983
   0.0 330.2 0.00E+00 291.12  3.54  95760 0.00967
   2.2 330.1 0.00E+00 290.52  4.37  95730 0.00987
  71.9 337.8 0.00E+00 290.92  4.66  95700 0.01029
 178.9 342.2 0.00E+00 292.60  6.30  95670 0.01066
 358.3 346.0 0.00E+00 294.29  7.96  95610 0.01098
 627.2 341.8 0.00E+00 296.05  8.96  95550 0.01123
 604.4 359.7 0.00E+00 297.96  8.83  95500 0.01130
 346.0 385.8 0.00E+00 298.05  8.08  95440 0.01098
 320.0 394.7 0.00E+00 298.02  8.48  95390 0.01101
 365.4 392.6 0.00E+00 298.33  8.36  95340 0.01136
 616.5 374.7 0.00E+00 300.20 10.66  95230 0.01093
 393.4 376.7 0.00E+00 299.80 11.72  95160 0.01080
 263.7 379.3 0.00E+00 298.23 10.13  95110 0.01116
 131.5 352.2 0.00E+00 297.82 10.63  95060 0.01099
  45.5 351.4 0.00E+00 296.18  9.93  95090 0.01073
   0.0 362.3 0.00E+00 294.14  8.07  95120 0.01100
   0.0 362.7 0.00E+00 292.72 10.17  95140 0.01186
   0.0 379.7 0.00E+00 291.65  8.99  95170 0.01195
   0.0 388.5 0.00E+00 291.16  7.87  95150 0.01208
   0.5 380.2 7.06E-05 289.83  8.38  95060 0.01223
   0.1 369.3 0.00E+00 289.51  5.99  95020 0.01202
   0.0 363.7 0.00E+00 289.28  6.00  94930 0.01169
   0.0 381.4 0.00E+00 289.45  6.09  94870 0.01157
   0.0 375.9 0.00E+00 288.95  6.91  94800 0.01133
   0.0 359.5 0.00E+00 288.18  4.62  94720 0.01081
   1.2 338.9 0.00E+00 287.57  5.35  94770 0.00983
  67.8 296.3 0.00E+00 286.72  5.09  94900 0.00898
 290.4 288.1 0.00E+00 287.73  5.83  94960 0.00876
 483.1 293.3 0.00E+00 289.15  6.19  95020 0.00837
 645.0 302.0 0.00E+00 290.50  5.52  95090 0.00794
 779.5 310.6 0.00E+00 291.75  3.30  95160 0.00746
 804.8 318.9 0.00E+00 293.12  2.78  95230 0.00696
 823.3 341.8 0.00E+00 294.08  2.46  95260 0.00674
 736.1 347.2 0.00E+00 294.85  3.11  95280 0.00639
 677.1 337.4 0.00E+00 295.33  3.06  95320 0.00619
 326.8 356.3 0.00E+00 294.70  3.93  95370 0.00666
 147.1 353.7 0.00E+00 289.17 10.39  95550 0.00772
 128.7 347.1 0.00E+00 287.25  9.83  95740 0.00711
  12.8 318.1 0.00E+00 284.25  9.40  95900 0.00632
   0.0 284.3 0.00E+00 281.60  9.46  96030 0.00574
   0.0 340.6 0.00E+00 280.94  9.83  96130 0.00546
   0.0 333.7 0.00E+00 280.62  9.80  96240 0.00535
   0.0 334.6 0.00E+00 279.74  9.63  96300 0.00527
   0.0 330.1 0.00E+00 279.37  8.90  96380 0.00519
   0.0 328.7 0.00E+00 278.84  7.24  96430 0.00515
   0.0 324.4 0.00E+00 278.31  8.20  96480 0.00505
   0.0 324.1 0.00E+00 277.99  8.72  96530 0.00495
   0.0 323.3 0.00E+00 277.69  8.02  96600 0.00498
   0.0 322.8 0.00E+00 277.27  8.08  96680 0.00482
   2.0 324.0 0.00E+00 277.23  7.07  96730 0.00456
  29.8 323.7 0.00E+00 277.11  6.99  96810 0.00451
 153.9 320.6 0.00E+00 277.43  6.02  96870 0.00447
 347.5 296.2 0.00E+00 278.24  6.04  96900 0.00461
 505.5 316.0 0.00E+00 279.98  5.32  96920 0.00485
 510.6 326.5 0.00E+00 281.30  4.90  96960 0.00497
 741.4 310.2 0.00E+00 282.49  4.62  96960 0.00499
 865.0 278.9 0.00E+00 283.65  4.63  96930 0.00488
 898.5 275.8 0.00E+00 284.78  4.52  96870 0.00483
 808.6 277.7 0.00E+00 285.48  4.57  96810 0.00489
 652.7 275.7 0.00E+00 286.09  3.81  96780 0.00508
 466.0 271.5 0.00E+00 286.28  4.16  96760 0.00517
 250.9 270.9 0.00E+00 285.85  3.84  96750 0.00528
  58.9 266.6 0.00E+00 283.92  2.98  96740 0.00534
   0.0 264.4 0.00E+00 281.43  2.11  96740 0.00522
   0.0 258.0 0.00E+00 280.22  3.85  96750 0.00545
   0.0 259.1 0.00E+00 279.03  2.74  96770 0.00529
   0.0 258.6 0.00E+00 277.81  2.37  96750 0.00508
   0.0 282.8 0.00E+00 277.97  2.13  96720 0.00513
   0.0 311.0 0.00E+00 278.77  2.16  96710 0.00542
   0.0 333.6 0.00E+00 280.39  2.50  96660 0.00580
   0.0 332.7 0.00E+00 280.56  2.67  96570 0.00587
   0.0 331.8 0.00E+00 280.83  4.13  96470 0.00588
   0.0 336.0 0.00E+00 280.81  2.30  96510 0.00598
   0.0 336.8 0.00E+00 280.86  4.17  96470 0.00607
   8.7 332.0 0.00E+00 280.54  9.01  96290 0.00635
  44.9 339.2 7.06E-05 280.77  7.82  96210 0.00670
  76.9 344.4 7.06E-05 281.33  9.37  96110 0.00702
 201.7 347.3 7.06E-05 281.81  7.08  96070 0.00726
 131.7 349.0 0.00E+00 282.42  8.02  95880 0.00751
  65.2 348.6 0.00E+00 282.61  7.16  95810 0.00748
  53.8 349.3 0.00E+00 283.20  8.13  95770 0.00760
  60.5 349.8 0.00E+00 283.33  7.75  95740 0.00761
  70.1 352.9 0.00E+00 283.90  7.11  95650 0.00792
 101.2 359.6 0.00E+00 285.11  7.60  95570 0.00844
  81.1 364.6 0.00E+00 286.13  7.27  95540 0.00891
  94.1 335.6 0.00E+00 287.22  8.06  95510 0.00928
  27.8 309.2 0.00E+00 287.22  7.30  95470 0.00930
   0.1 304.5 0.00E+00 286.95  8.70  95430 0.00922
   0.0 305.9 0.00E+00 287.03  7.21  95560 0.00920
   0.0 297.4 0.00E+00 285.99  3.53  95730 0.00894
   0.0 294.0 0.00E+00 284.76  2.93  95820 0.00836
   0.0 283.5 0.00E+00 285.21  3.39  95870 0.00775
   0.0 279.2 0.00E+00 283.31  2.49  95910 0.00732
   0.0 275.1 0.00E+00 281.45  1.82  95940 0.00675
   0.0 323.8 0.00E+00 281.95  3.32  96000 0.00709
   0.0 333.1 0.00E+00 282.09  3.46  96140 0.00700
   0.0 341.7 0.00E+00 281.90  2.51  96250 0.00683
   1.2 334.4 0.00E+00 281.35  2.97  96240 0.00665
  19.9 337.7 0.00E+00 281.12  4.62  96200 0.00653
  48.3 337.7 0.00E+00 281.03  4.57  96250 0.00632
  57.4 339.6 0.00E+00 281.16  2.95  96330 0.00627
  83.9 340.0 0.00E+00 281.42  2.98  96340 0.00634
 113.7 338.2 0.00E+00 281.59  3.51  96360 0.00631
 139.8 340.9 0.00E+00 281.73  4.81  96270 0.00646
  82.9 339.5 0.00E+00 281.40  5.77  96260 0.00636
  85.8 340.7 2.82E-04 280.36  7.10  96240 0.00638
 172.1 338.2 2.82E-04 280.42  6.92  96250 0.00649
 174.4 337.5 0.00E+00 280.85  7.83  96260 0.00656
  98.2 338.4 0.00E+00 281.01  5.82  96320 0.00641
  25.7 343.4 7.06E-05 280.91  4.20  96400 0.00644
  26.8 336.9 0.00E+00 281.11  5.02  96320 0.00642
   0.4 335.0 0.00E+00 280.94  5.05  96350 0.00633
   0.0 334.7 0.00E+00 280.62  4.93  96430 0.00622
   0.0 320.3 0.00E+00 280.26  3.86  96470 0.00612
   0.0 298.4 0.00E+00 279.55  3.61  96440 0.00585
   0.0 316.3 0.00E+00 279.10  2.84  96440 0.00574
   0.0 316.3 0.00E+00 278.97  2.09  96460 0.00569
   0.0 293.7 0.00E+00 278.07  2.24  96450 0.00528
   0.0 318.1 0.00E+00 278.11  2.26  96450 0.00524
   0.0 320.3 0.00E+00 278.46  2.67  96440 0.00540
   0.0 320.3 0.00E+00 278.60  2.34  96440 0.00558
   1.9 321.8 0.00E+00 278.92  1.96  96460 0.00576
  49.1 321.4 0.00E+00 279.74  3.32  96510 0.00586
 123.9 327.0 0.00E+00 280.42  4.20  96530 0.00598
 268.6 328.4 0.00E+00 281.52  5.46  96560 0.00596
 196.8 335.6 0.00E+00 281.54  6.19  96590 0.00593
 221.2 334.2 0.00E+00 281.90  4.81  96650 0.00608
 361.1 336.7 0.00E+00 282.69  5.83  96670 0.00613
 253.2 336.2 0.00E+00 282.59  6.24  96680 0.00603
 263.4 337.1 0.00E+00 283.30  7.03  96700 0.00557
 192.3 335.5 0.00E+00 282.96  6.74  96700 0.00561
 140.7 336.2 0.00E+00 282.80  7.09  96740 0.00560
  86.1 335.5 0.00E+00 282.42  5.92  96780 0.00569
  28.6 339.0 0.00E+00 282.23  4.64  96790 0.00592
  11.9 336.9 0.00E+00 281.86  5.79  96780 0.00591
   0.0 335.2 0.00E+00 281.55  4.85  96820 0.00590
   0.0 334.8 0.00E+00 281.50  5.58  96860 0.00580
   0.0 333.9 0.00E+00 281.37  4.37  96850 0.00593
   0.0 333.0 0.00E+00 281.73  5.78  96840 0.00609
   0.0 337.3 0.00E+00 281.99  6.43  96840 0.00611
   0.0 335.6 0.00E+00 282.42  4.39  96860 0.00618
   0.0 329.1 0.00E+00 282.80  6.60  96880 0.00609
   0.0 297.7 0.00E+00 281.65  5.76  96900 0.00609
   0.0 288.9 0.00E+00 281.31  4.30  96950 0.00601
   0.0 266.4 0.00E+00 280.62  4.45  96990 0.00586
   7.8 258.3 0.00E+00 280.20  4.50  97020 0.00571
 122.9 253.4 0.00E+00 280.43  3.53  97090 0.00576
 319.7 258.4 0.00E+00 283.07  6.60  97140 0.00589
 513.1 265.0 0.00E+00 285.81  7.53  97170 0.00565
 689.5 277.3 0.00E+00 288.21  7.87  97210 0.00552
 833.2 283.0 0.00E+00 289.92  8.89  97220 0.00433
 912.8 285.4 0.00E+00 290.79  8.80  97220 0.00392
 937.9 287.3 0.00E+00 291.69  7.60  97200 0.00356
 915.3 290.2 0.00E+00 292.33  6.67  97150 0.00351
 820.8 291.9 0.00E+00 292.52  5.63  97110 0.00373
 667.5 292.1 0.00E+00 292.77  5.42  97060 0.00388
 473.6 287.8 0.00E+00 292.71  4.56  97040 0.00367
 260.4 286.5 0.00E+00 292.16  3.70  97010 0.00387
  69.7 281.1 0.00E+00 290.49  2.97  97000 0.00373
   0.0 276.3 0.00E+00 287.52  2.06  97040 0.00381
   0.0 272.8 0.00E+00 285.59  1.93  97090 0.00399
   0.0 269.6 0.00E+00 283.83  2.09  97120 0.00404
   0.0 263.8 0.00E+00 278.85  1.95  97160 0.00397
   0.0 263.6 0.00E+00 277.40  1.41  97180 0.00391
   0.0 259.9 0.00E+00 277.47  0.95  97190 0.00387
   0.0 258.1 0.00E+00 276.08  1.46  97180 0.00379
   0.0 259.2 0.00E+00 275.28  1.07  97150 0.00377
   0.0 255.3 0.00E+00 274.30  1.41  97180 0.00372
   0.0 252.0 0.00E+00 273.89  1.27  97200 0.00369
   9.2 249.9 0.00E+00 272.93  1.18  97250 0.00357
 125.2 250.0 0.00E+00 275.04  1.69  97310 0.00403
 320.5 259.2 0.00E+00 281.40  1.64  97300 0.00499
 513.0 271.9 0.00E+00 285.73  2.84  97280 0.00521
 688.5 284.7 0.00E+00 289.07  2.95  97260 0.00536
 832.4 296.3 0.00E+00 291.65  2.93  97210 0.00456
 902.6 302.5 0.00E+00 292.95  2.59  97140 0.00442
 918.2 306.9 0.00E+00 294.00  2.75  97040 0.00453
 893.5 309.3 0.00E+00 294.39  2.68  96980 0.00448
 790.1 309.3 0.00E+00 294.93  3.14  96930 0.00437
 638.1 308.5 0.00E+00 295.07  3.68  96870 0.00426
 441.5 306.5 0.00E+00 295.13  4.80  96810 0.00444
 233.9 304.2 0.00E+00 294.26  4.46  96750 0.00462
  32.3 296.0 0.00E+00 290.71  3.27  96710 0.00475
   0.0 300.5 0.00E+00 286.91  2.44  96730 0.00502
   0.0 302.9 0.00E+00 285.69  2.53  96790 0.00538
   0.0 292.7 0.00E+00 284.53  2.33  96820 0.00531
   0.0 294.1 0.00E+00 283.17  2.18  96830 0.00533
   0.0 301.1 0.00E+00 282.49  1.92  96830 0.00543
   0.0 290.0 0.00E+00 281.84  1.87  96800 0.00544
   0.0 285.1 0.00E+00 282.06  1.94  96780 0.00544
   0.0 285.2 0.00E+00 281.50  1.74  96760 0.00551
   0.0 294.1 0.00E+00 280.85  2.18  96740 0.00554
   0.0 317.5 0.00E+00 282.97  3.15  96730 0.00582
  13.3 306.0 0.00E+00 283.74  5.05  96720 0.00557
 128.4 287.8 0.00E+00 284.91  6.49  96700 0.00544
 215.4 309.3 0.00E+00 286.55  6.56  96720 0.00525
 397.8 315.7 0.00E+00 288.75  7.22  96640 0.00516
 370.3 339.9 0.00E+00 289.40  7.09  96560 0.00528
 610.3 324.9 0.00E+00 291.27  7.93  96510 0.00544
 385.6 337.8 0.00E+00 291.47  8.04  96400 0.00581
 307.7 352.7 0.00E+00 291.51  8.64  96310 0.00619
 177.2 356.5 0.00E+00 291.14  8.04  96240 0.00661
 141.6 364.1 0.00E+00 291.15  7.55  96210 0.00663
  84.3 364.1 0.00E+00 290.82  5.90  96190 0.00686
  48.9 364.0 0.00E+00 288.59  5.80  96150 0.00780
  28.3 358.7 3.53E-04 285.82  6.48  96140 0.00848
  11.6 354.2 1.41E-04 284.91  7.39  96110 0.00824
   0.1 355.7 2.12E-04 284.33  6.12  96240 0.00811
   0.0 354.6 7.06E-04 283.54  6.77  96240 0.00809
   0.0 348.9 2.82E-04 283.22  8.89  96110 0.00798
   0.0 347.6 0.00E+00 283.18  9.67  95990 0.00797
   0.0 350.4 0.00E+00 283.47  8.37  96040 0.00801
   0.0 349.0 0.00E+00 283.48  6.42  95960 0.00791
   0.0 342.6 0.00E+00 283.39  7.91  95840 0.00775
   0.0 349.0 0.00E+00 283.24  7.72  95800 0.00766
   0.0 348.0 0.00E+00 283.05  5.95  95810 0.00764
   0.0 347.5 0.00E+00 282.96  5.40  95800 0.00760
   0.8 347.1 0.00E+00 282.90  4.39  95800 0.00759
  12.9 350.1 0.00E+00 282.91  4.28  95850 0.00766
  29.9 354.1 7.06E-05 282.50  4.49  95880 0.00762
